Timestamp,Voltage (V),Current (A),Power Consumption (kW),Reactive Power (kVAR),Power Factor,Solar Power (kW),Wind Power (kW),Grid Supply (kW),Voltage Fluctuation (%),Overload Condition,Transformer Fault,Temperature (°C),Humidity (%),Electricity Price (USD/kWh),Predicted Load (kW),is_anomaly
2024-01-01 00:00:00,158.5954329179736,-0.137324383790105,6.787509831054551,10.134519399238334,7.471123234565705,47.31828888358252,10.639399190498592,2.3552863775970696,-0.6516686117958173,7.257890645503363,-16.959201431106703,12.086543114409212,70.95054147508756,21.574909364500016,-19.43458965423544,0
2024-01-01 00:15:00,222.8079548399267,30.530379379641605,-11.530772500017626,-8.724782613436481,5.589380284538184,14.913818018552822,8.16565940488941,-27.835265554632837,-4.870943671631709,-16.077225412227673,-2.3206484185160505,28.54850550614286,41.43710051810166,-3.53837025710384,5.381415379714845,0
2024-01-01 00:30:00,232.51367699499565,47.98753256435015,12.793359040025544,-15.961350382870584,-18.790869347351155,19.31271350861475,11.821998667924332,1.603356604512392,0.7516532730918546,-1.4018192474592972,-4.6291249563345325,27.97625647916133,18.936050079109314,2.514629351790984,-3.792162629013733,0
2024-01-01 00:45:00,267.6165866521059,51.54543302222171,3.84263590896124,5.134196421961365,2.368959311880332,45.48248993406078,36.75072578032492,12.573377163526684,2.7179436299203164,-5.327201365628719,6.202943758171738,8.418647579916726,73.06905840659184,6.654807674257724,47.01679434817556,0
2024-01-01 01:00:00,211.26562526619443,4.457708714330817,1.3556296733539743,7.212900721609196,11.237422275386278,21.40737254568628,19.152573686207067,11.817270629994594,9.825036535117452,-4.47569186416721,14.036271544917634,30.009297247016285,56.81224334892941,3.366034900432361,11.982679678585852,0
2024-01-01 01:15:00,202.0206841182032,-31.20052837600261,10.599846343806488,4.493181665423058,-0.7145770079321365,41.40737009591198,25.74341713418793,2.263830791388105,52.60261029835548,7.464735415396653,-2.1570613240417726,34.40861336476166,48.667698560909606,0.1908574638015887,-2.702179884476137,0
2024-01-01 01:30:00,232.1890075247761,-3.1388232656844783,-8.019016571831198,1.9753106245497207,11.811396384817217,24.82602353488813,15.318357495940948,-10.304531758616308,1.6139911945970802,12.55716905397212,-10.173132648987677,28.129184336413854,63.09158631741304,8.047882542537021,15.67896638289604,0
2024-01-01 01:45:00,233.42697822017848,56.16962070254437,17.606062108305494,-26.183343266025904,-4.033585610997143,51.37966417442164,-1.8287680521418463,2.829141850258516,7.698824056115474,-1.4138585283360672,0.2397398292498039,30.94225638015117,4.1706917871831095,-0.5532397010173321,21.61490182078822,0
2024-01-01 02:00:00,238.19224980743527,-1.851888095194658,6.320246505854947,4.155576453552985,33.81323301948059,-0.0817536693199745,10.467083933128116,4.348571535143357,5.520792544867133,-33.66753227842362,-5.973077395946534,60.46203648257341,23.17870558378585,-7.134612371247439,3.680351114801153,0
2024-01-01 02:15:00,257.6637526798902,15.790558484036325,7.553882945556792,-4.89091120977665,9.772351598541444,40.4549329215983,27.40099750157704,-2.3265098236426387,-8.7650839872956,-0.4018895124955952,-7.303291391882264,5.253304181818514,17.659160257181234,23.55080773693189,-7.571215698420465,0
